-15.000000 -10.000000 0.572727
-15.000000 -9.000000 0.593220
-15.000000 -8.000000 0.612840
-15.000000 -7.000000 0.631263
-15.000000 -6.000000 0.648148
-15.000000 -5.000000 0.663158
-15.000000 -4.000000 0.675966
-15.000000 -3.000000 0.686275
-15.000000 -2.000000 0.693833
-15.000000 -1.000000 0.698448
-15.000000 0.000000 0.700000
-15.000000 1.000000 0.698448
-15.000000 2.000000 0.693833
-15.000000 3.000000 0.686275
-15.000000 4.000000 0.675966
-15.000000 5.000000 0.663158
-15.000000 6.000000 0.648148
-15.000000 7.000000 0.631263
-15.000000 8.000000 0.612840
-15.000000 9.000000 0.593220
-14.000000 -10.000000 0.604607
-14.000000 -9.000000 0.627490
-14.000000 -8.000000 0.649484
-14.000000 -7.000000 0.670213
-14.000000 -6.000000 0.689278
-14.000000 -5.000000 0.706278
-14.000000 -4.000000 0.720824
-14.000000 -3.000000 0.732558
-14.000000 -2.000000 0.741176
-14.000000 -1.000000 0.746445
-14.000000 0.000000 0.748218
-14.000000 1.000000 0.746445
-14.000000 2.000000 0.741176
-14.000000 3.000000 0.732558
-14.000000 4.000000 0.720824
-14.000000 5.000000 0.706278
-14.000000 6.000000 0.689278
-14.000000 7.000000 0.670213
-14.000000 8.000000 0.649484
-14.000000 9.000000 0.627490
-13.000000 -10.000000 0.637652
-13.000000 -9.000000 0.663158
-13.000000 -8.000000 0.687773
-13.000000 -7.000000 0.711061
-13.000000 -6.000000 0.732558
-13.000000 -5.000000 0.751790
-13.000000 -4.000000 0.768293
-13.000000 -3.000000 0.781638
-13.000000 -2.000000 0.791457
-13.000000 -1.000000 0.797468
-13.000000 0.000000 0.799492
-13.000000 1.000000 0.797468
-13.000000 2.000000 0.791457
-13.000000 3.000000 0.781638
-13.000000 4.000000 0.768293
-13.000000 5.000000 0.751790
-13.000000 6.000000 0.732558
-13.000000 7.000000 0.711061
-13.000000 8.000000 0.687773
-13.000000 9.000000 0.663158
-12.000000 -10.000000 0.671642
-12.000000 -9.000000 0.700000
-12.000000 -8.000000 0.727483
-12.000000 -7.000000 0.753588
-12.000000 -6.000000 0.777778
-12.000000 -5.000000 0.799492
-12.000000 -4.000000 0.818182
-12.000000 -3.000000 0.833333
-12.000000 -2.000000 0.844504
-12.000000 -1.000000 0.851351
-12.000000 0.000000 0.853659
-12.000000 1.000000 0.851351
-12.000000 2.000000 0.844504
-12.000000 3.000000 0.833333
-12.000000 4.000000 0.818182
-12.000000 5.000000 0.799492
-12.000000 6.000000 0.777778
-12.000000 7.000000 0.753588
-12.000000 8.000000 0.727483
-12.000000 9.000000 0.700000
-11.000000 -10.000000 0.706278
-11.000000 -9.000000 0.737705
-11.000000 -8.000000 0.768293
-11.000000 -7.000000 0.797468
-11.000000 -6.000000 0.824607
-11.000000 -5.000000 0.849057
-11.000000 -4.000000 0.870166
-11.000000 -3.000000 0.887324
-11.000000 -2.000000 0.900000
-11.000000 -1.000000 0.907781
-11.000000 0.000000 0.910405
-11.000000 1.000000 0.907781
-11.000000 2.000000 0.900000
-11.000000 3.000000 0.887324
-11.000000 4.000000 0.870166
-11.000000 5.000000 0.849057
-11.000000 6.000000 0.824607
-11.000000 7.000000 0.797468
